Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Job_ID,Scope_Category
Cook Apprentice,Cooks (5120),5120,512,51,Cooks,Bayern,Novotel München Messe,Hotels & Accommodation,2026-06-12,Full-time,,"Apprenticeship position at Novotel München Messe covering all kitchen tasks including food preparation, plating, menu costing, menu proposal creation, guest advisory for special requests, and learning purchasing and hygiene compliance for a large-scale kitchen. Apprentices are integrated into real workflows from day one.",Flexibility and creativity; manual skill and passion for cooking; ability to work irregular hours; performance and resilience under pressure.,Intensive onboarding and ongoing support; freedom to experiment; opportunities to take on responsibility; fun team culture; 13th monthly salary; performance bonus up to 10% of annual salary; discounts and benefits with over 800 partners; broad career development opportunities.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-ab-Sommer-2026-Muenchen-Novotel-Muenchen-Messe--13513456-inline.html,job-257,HOSPITALITY
Domestic Worker,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Bayern,API GmbH Ambulanter Pflegedienst Innenstadt,Staffing Agencies & Other,2026-06-10,Part-time,,"Provides household and domestic support services to care recipients of an outpatient nursing service in Munich, including cleaning, laundry, and general everyday household tasks. This role is primarily a home care support position rather than a hospitality role.",Minimum German language skills at A2 level; basic knowledge of everyday companionship and cleaning; extended knowledge of household management.,Individually tailored working hours; good earning opportunities; positive working environment; engaged team; development and promotion through regular training.,On-site,https://www.stepstone.de/stellenangebote--Wir-suchen-engagierte-Hauswirtschafter-in-m-w-d-Hauswirtschafter-in-ohne-Schwerpunkte-Muenchen-API-GmbH-Ambulanter-Pflegedienst-Innenstadt--13291336-inline.html,job-258,HOSPITALITY
Cook Apprentice,Cooks (5120),5120,512,51,Cooks,Bayern,Park Café München,Restaurants & Food Service,2026-06-06,Full-time,,"Apprenticeship at Park Café München, an owner-operated Bavarian-international restaurant, covering preparation of fresh dishes using regional products, banquet and event buffet preparation, and adherence to hygiene and food standards. The apprentice works as part of a team in a large-capacity venue with a beer garden in central Munich.",Not specified,Highly professional team; advantages of a large modern operation; high technical standards and well-equipped workspaces and storage; regular training and personal development support; workplace in the heart of Munich.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-Muenchen-Park-Cafe-Muenchen--7227268-inline.html,job-259,HOSPITALITY
Cook Apprentice,Cooks (5120),5120,512,51,Cooks,Not specified,KWA Betriebs-und Service GmbH,Restaurants & Food Service,2026-06-05,Full-time,,"Apprenticeship at KWA in Unterhaching integrating trainees into kitchen workflows from the first day, covering professional food preparation, purchasing organisation, quantity and cost calculation, and food quality and shelf-life checks. Trainees are given the opportunity to demonstrate their skills throughout the training period.",Qualified secondary school or intermediate school certificate; careful working style and organisational skills; good German language skills; enjoyment of working with food; good sense of taste.,"Secure position in a modern, future-oriented company; fair remuneration; thorough onboarding in a pleasant environment; company pension; occupational health management.",On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Unterhaching-KWA-Betriebs-und-Service-GmbH--11431678-inline.html,job-260,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Bayern,Allresto Flughafen München Hotel und Gaststätten GmbH,Restaurants & Food Service,2026-06-04,Full-time,,"Apprenticeship training as a cook at an airport hospitality company, covering food preparation, cooking techniques, kitchen organization, and hygiene standards. Trainees rotate through all kitchen stations and learn cost calculation and nutritional basics.",Minimum secondary school certificate; passion for food; manual dexterity and creativity; mathematical and organizational aptitude; friendly and open personality.,"Above-tariff pay including holiday and Christmas bonuses; tax-free supplements for night, Sunday, and holiday work; tax-free travel allowance.",On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Ausbildung-als-Koechin-Koch-m-w-d-2027-Muenchen-Allresto-Flughafen-Muenchen-Hotel-und-Gaststaetten-GmbH--14111670-inline.html,job-261,HOSPITALITY
Head Chef,Chefs (3434),3434,343,34,Chefs,Hamburg,Konen & Lorenzen Recruitment Consultants,Hotels & Accommodation,2026-06-13,Full-time,,"Head Chef role responsible for planning and managing all kitchen operations across service periods and events, developing a new culinary concept, and coordinating with hotel departments and the F&B Manager. Includes menu development, procurement, and budget control.",Completed cook apprenticeship; several years of experience in gastronomy or hotel industry; entrepreneurial mindset; strong cost awareness; experience in budget planning and control; resilience.,Attractive salary including supplements; full working hours transparency; meals included; regular team and summer events; free HVV transit pass; family and friends rates and F&B discounts; gym subsidy.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-gn-Hamburg-Konen-Lorenzen-Recruitment-Consultants--14150251-inline.html,job-262,HOSPITALITY
Sous Chef,Chefs (3434),3434,343,34,Chefs,Hamburg,Henny's Ristorante,Restaurants & Food Service,2026-06-12,Full-time,,"Sous Chef at an upscale Italian restaurant, responsible for food preparation for à la carte, menus, and buffets, quality control, HACCP compliance, ordering and stock management, and supporting the head chef. Team coordination and leadership are key responsibilities.",Experience in upscale gastronomy; strong craft skills; creativity and commitment; demonstrated leadership and social competence; high quality consciousness.,Full-time position with good earning potential in a motivated team; opportunity to contribute to ongoing concept development; career prospects through planned new location openings.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Hamburg-Hennys-Ristorante--7154846-inline.html,job-263,HOSPITALITY
Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,The George Hotel,Hotels & Accommodation,2026-06-07,Full-time,,"Cook working closely with the head chef at a hotel, responsible for purchasing and ordering, achieving optimal kitchen results, and efficient use of materials and staff. Requires independent work, service orientation, and strong team spirit.",Completed cook apprenticeship in gastronomy or hotel industry; experience in a comparable position; professional knowledge; enthusiasm for new recipes; reliability and sense of responsibility.,Above-tariff pay; 28 vacation days plus 2 additional AZV days; permanent contract; time-tracking system; employer-covered Deutschlandticket; Pluxee benefits pass; daily varied staff meals.,On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Hamburg-The-George-Hotel--7437603-inline.html,job-264,HOSPITALITY
Head Chef,Chefs (3434),3434,343,34,Chefs,Hamburg,Hamburg BUNKER,Hotels & Accommodation,2026-06-07,Full-time,,"Head Chef responsible for the full operational and strategic management of the kitchen at a hotel venue, overseeing all kitchen processes, team leadership, à la carte preparation, quality and presentation standards, and cross-departmental F&B collaboration.","Completed cook apprenticeship and several years of experience in a managerial position; proven leadership experience with ability to develop and motivate a team; confident, professional, and well-groomed appearance.",Permanent contract with job security; development opportunities within the expanding RIMC Hotels & Resorts Group; collaboration with international hotel brands; employee room rates.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-fuer-den-Hamburg-Bunker-Hamburg-Hamburg-BUNKER--13998172-inline.html,job-265,HOSPITALITY
Deputy Head Chef,Chefs (3434),3434,343,34,Chefs,Hamburg,Hamburg BUNKER,Hotels & Accommodation,2026-06-07,Full-time,,"Deputy Head Chef supporting the head chef in operational and strategic kitchen management, independently taking charge in the head chef's absence, overseeing station organization, quality control, and food preparation across all F&B outlets.","Completed cook apprenticeship; initial experience in a comparable or more senior role; confident, friendly, and professional demeanor; flexibility and resilience under demanding conditions.",Permanent contract with job security; development opportunities within the RIMC Hotels & Resorts Group; work with international hotel brands; employee room rates.,On-site,https://www.stepstone.de/stellenangebote--Stellvertretender-Kuechenchef-m-w-d-fuer-den-Hamburg-Bunker-Hamburg-Hamburg-BUNKER--13998171-inline.html,job-266,HOSPITALITY
Head Chef,Chefs (3434),3434,343,34,Chefs,Hamburg,Del Favero,Restaurants & Food Service,2026-06-03,Full-time,,"Head Chef responsible for leading and guiding the kitchen team, planning and organizing smooth operations, preparing à la carte dishes, menus, and buffets, ensuring quality and HACCP compliance, managing orders, and scheduling staff.","Experience in the same position in upscale gastronomy; strong leadership skills; confident and positive demeanor; proactive and decisive working style; creativity, attention to detail, and high quality consciousness.","Freedom for own initiative; work with fresh, high-quality, and exclusive ingredients; opportunity to contribute to concept development for new locations; above-tariff pay and prospect of a company car.",On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Hamburg-Del-Favero--8527498-inline.html,job-267,HOSPITALITY
Head Chef,Chefs (3434),3434,343,34,Chefs,Hamburg,Henny's Ristorante,Restaurants & Food Service,2026-06-03,Full-time,,"Head Chef at an Italian restaurant responsible for leading the kitchen team, ensuring smooth operations, preparing à la carte dishes, menus, and buffets, quality assurance at the highest level, HACCP compliance, and ordering and stock control.","Experience in the same position in upscale gastronomy; strong leadership skills; confident and positive demeanor; proactive and decisive working style; creativity, attention to detail, and high quality consciousness.","Freedom for own initiative; work with fresh, high-quality, and exclusive ingredients; opportunity to contribute to new location concept development; above-tariff pay and prospect of a company car.",On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Hamburg-Hennys-Ristorante--7460336-inline.html,job-268,HOSPITALITY
Demi Chef de Cuisine Catering,Chefs (3434),3434,343,34,Chefs,Hamburg,Landhaus Walter,Catering & Events,2026-06-03,Full-time,,"Demi Chef de Cuisine in a catering kitchen, supporting station management, preparing and creatively contributing to seasonal menus, controlling food quality and presentation, and guiding junior cooks and apprentices.",Completed cook apprenticeship with initial experience as Commis or Demi Chef; passion for high-quality ingredients and modern cooking techniques; ability to work structured and maintain overview under pressure; team player with willingness to share knowledge.,Creative working environment with high-quality ingredients in a modern kitchen; career advancement support; learning from experienced chefs; fair pay and attractive additional benefits.,On-site,https://www.stepstone.de/stellenangebote--Demi-Chef-de-Cuisine-Catering-im-Landhaus-Walter-m-w-d-Hamburg-Landhaus-Walter--13017493-inline.html,job-269,HOSPITALITY
Sales Assistant,Other/Non-Hospitality (9999),9999,999,99,Not Elsewhere Classified,Hamburg,Sensi Food GmbH,Staffing Agencies & Other,2026-06-01,Full-time,,"Sales assistant role for a food production company (Onshii/Sensi Food), responsible for acquiring new customers via phone, email, and LinkedIn, qualifying leads, and managing contacts in a CRM system. Focus is on B2B sales for food production, private label, and sauce products.","Enthusiasm for telesales and customer acquisition; communicative, motivated, and persistently charming; experience in sales or telesales preferred but career changers welcome; structured, self-directed, goal-oriented work style.","Position in Hamburg team with production site at the meat wholesale market; fair pay plus bonus structure per qualified lead and closed deal; training, AI tools, and coaching.",Remote,https://www.stepstone.de/stellenangebote--Vertriebsassistentin-m-w-d-gesucht-Hamburg-Sensi-Food-GmbH--13198561-inline.html,job-270,HOSPITALITY
Cook / Junior Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Pellicano,Restaurants & Food Service,2026-05-31,Part-time,,"Cook or junior cook position at a Mediterranean restaurant in Hamburg, supporting the kitchen team with food preparation, quality control, stock management, and maintaining cleanliness and hygiene standards.",Support of kitchen team; food preparation and quality assurance; stock and inventory management; cleanliness and hygiene compliance; teamwork and support.,Opportunity to be part of an innovative project and one of Hamburg's most exciting openings; dynamic and creative team environment; skill development opportunities.,On-site,https://www.stepstone.de/stellenangebote--Koch-in-I-Jungkoch-in-m-w-d-in-Voll-Teilzeit-Hamburg-Pellicano--14027435-inline.html,job-271,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Best Western Plus Hotel Böttcherhof,Hotels & Accommodation,2026-06-09,Full-time,,"Apprenticeship as a cook at a Best Western Plus hotel, rotating through all kitchen stations including breakfast kitchen, garde manger, entremetier, and saucier, with vocational school attendance in block format.","Open, communicative, and friendly personality; curiosity about all foods and fresh seasonal products; ideally intermediate school leaving certificate or Abitur; good German and basic English skills; teamwork and initiative; passion for cooking.",Free iPad provided for the duration of training (becomes personal property upon passing final exam); responsible training program; engaged team of 17 apprentices; family-oriented work atmosphere.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Ausstattung-mit-einem-iPad-Hamburg-Best-Western-Plus-Hotel-Boettcherhof--8049917-inline.html,job-272,HOSPITALITY
F&B Supervisor,Restaurant Managers (1412),1412,141,14,Restaurant Managers,Hamburg,ARCOTEL Rubin Hamburg,Hotels & Accommodation,2026-06-07,Full-time,,"F&B Supervisor responsible for the operational leadership of service staff across all food and beverage outlets, ensuring smooth information flow, staff training, complaint management, and compliance with hygiene and HACCP regulations in coordination with the F&B Manager.",Passion for hospitality; convincing experience in service; very good German and English language skills; willingness to work shifts.,Company pension contribution; partner company discounts; holiday pay; top training programs and digital academy; employee referral bonus program; summer and Christmas parties; at least 30 vacation days from 3 years of service.,On-site,https://www.stepstone.de/stellenangebote--FB-Supervisor-all-genders-Hamburg-ARCOTEL-Rubin-Hamburg--13493104-inline.html,job-273,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,THE LOCKS Bar und Restaurant,Restaurants & Food Service,2026-06-05,Full-time,,"Cook apprenticeship at a bar and restaurant, covering proper food preparation, workplace hygiene, purchasing organization, cost calculation, and quality and shelf-life checks, alongside vocational school attendance in block format.",Passion for the industry; enjoyment of service; organizational talent; well-groomed appearance; fluent German language skills.,Friendly team; flexible working hours; public transport costs covered; 5-day week; good career foundation; temporary low-cost staff accommodation available.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-zum-01-08-2027-Hamburg-THE-LOCKS-Bar-und-Restaurant--14051599-inline.html,job-274,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Barceló Hamburg,Hotels & Accommodation,2026-06-05,Full-time,,"Cook apprenticeship at a Spanish-themed hotel in Hamburg, where trainees learn all stations of a modern Spanish kitchen and apply skills independently during training, actively participating in all training sessions.","Genuine passion for gastronomy; good school leaving certificate; positive attitude; enjoyment of varied shift work including early, middle, and late shifts.",Challenging and varied workplace in a motivated and dynamic team; pleasant and family-oriented working atmosphere; above-tariff pay; regular performance and feedback reviews; regular further training.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Hamburg-Barceló-Hamburg--7403484-inline.html,job-275,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Courtyard by Marriott Hamburg Airport,Hotels & Accommodation,2026-06-03,Full-time,,"Cook apprenticeship at an airport hotel covering preparation of diverse dishes from plant-based, meat, and fish ingredients, making soups, sauces, desserts, and salads, planning kitchen workflows, procurement, cost calculation, and sustainable use of resources.","Completed schooling; very good German and English skills; well-groomed appearance; ideally some experience in gastronomy or hotel industry; open, friendly, and attentive demeanor; enjoyment of working with people; manual and creative skills.",Above-tariff pay and permanent contracts; full HVV ProfiTicket coverage; monthly €40 Sodexo benefit voucher; employee referral bonus of €500.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Hamburg-Courtyard-by-Marriott-Hamburg-Airport--13856176-inline.html,job-276,HOSPITALITY
Butcher,Other/Non-Hospitality (9999),9999,999,99,Not Elsewhere Classified,Hamburg,André Kröger,Staffing Agencies & Other,2026-06-02,Part-time,,"Butcher role at a fresh food counter, responsible for presenting and processing meat and sausage products, cutting and preparing kitchen-ready specialties, and ensuring product quality, proper storage, and hygiene compliance.",Ideally completed butcher apprenticeship or experience in food retail or gastronomy; career changers welcome; enthusiasm for retail and customer interaction; team spirit and sense of responsibility; independent and conscientious working style.,Working at a leading employer; great colleagues; flexible working hours; family-oriented work environment; local workplace; room for own ideas; excellent development opportunities.,On-site,https://www.stepstone.de/stellenangebote--Fleischer-m-w-d-Hamburg-Deutschland-Andre-Kroeger--13658161-inline.html,job-277,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Business Club Hamburg GmbH,Restaurants & Food Service,2026-05-31,Full-time,,"Cook apprenticeship at a private business club in Hamburg, where the trainee learns professional cooking while developing creativity and working independently with attention to detail, cleanliness, and service to discerning club guests.","Completed school leaving certificate; flexibility, creativity, and team orientation.",Small and family-oriented team; supplemental health insurance after probationary period; work clothing laundering; team events; 30 vacation days; overtime tracking; minimum 35 Sundays off per year; Christmas and New Year's Eve free; centrally located workplace.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Hamburg-Business-Club-Hamburg-GmbH--11295096-inline.html,job-278,HOSPITALITY
Domestic Services Manager,Housekeeping Supervisors (5151),5151,515,51,"Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments",Not specified,Seniorenheim Klosterfeld Altenpflege Landkreis Stade gGMBH,Staffing Agencies & Other,2026-06-14,Full-time,,"Domestic services manager at a senior care home responsible for organizing and controlling kitchen and cleaning operations across residential units, managing and scheduling staff, ensuring quality and legal compliance, and implementing quality management guidelines.","Qualification as a home economist, cook, kitchen master, or nutritionist; minimum 2 years of professional experience; strong leadership and management competence; current nutritional knowledge; basic business administration knowledge; HACCP knowledge; MS Office skills; positive attitude toward care needs.",Attractive pay; annual bonus payment; substantial employee discounts at well-known brands; full coverage of further training costs; onboarding seminar; 6 weeks of vacation per year; e-bike as company bicycle for private use; performance bonuses.,On-site,https://www.stepstone.de/stellenangebote--Hauswirtschaftsleitung-m-w-d-Himmelpforten-Seniorenheim-Klosterfeld-Altenpflege-Landkreis-Stade-gGMBH--13051516-inline.html,job-279,HOSPITALITY
Deputy Head Chef,Chefs (3434),3434,343,34,Chefs,Not specified,Landhotel Schnuck,Hotels & Accommodation,2026-06-06,Full-time,,"Deputy Head Chef at a country hotel, deputizing for the head chef, organizing daily kitchen operations, ensuring quality and HACCP compliance, and contributing to menu planning and purchasing.","Completed cook apprenticeship and initial professional experience; leadership competence, resilience, and team skills; creativity and passion for cooking; enjoyment of working with high-quality ingredients; independent and structured working style.",Regulated working hours with electronic time tracking; permanent contract and attractive remuneration; training and development through workshops; staff events and Christmas party; employee bonus card with tax-free salary extras; employee discounts.,On-site,https://www.stepstone.de/stellenangebote--Stellvertretender-Kuechenchef-m-w-d-Schneverdingen-Landhotel-Schnuck--13994467-inline.html,job-280,HOSPITALITY
Head Chef / Kitchen Manager,Chefs,3434,343,34,Chefs,Not specified,meinestadt.de,Restaurants & Food Service,2026-06-03,Full-time,,"Leads and manages the kitchen team at a restaurant/event venue, responsible for menu development, food quality, purchasing, and smooth kitchen operations. The role covers à la carte service as well as buffet and menu planning for conferences and events.","Completed professional training as a cook, several years of professional and leadership experience, enthusiasm for fresh regional and sustainable cuisine, strong technical and social competence, high quality standards, independent and responsible working style.","Permanent full-time contract, responsible leadership position in an established venue, creative freedom for culinary development, autonomous work with direct access to management, performance-based remuneration.",On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-Kuechenleiter-m-w-d-Melbeck-meinestadt-de--14104435-inline.html,job-281,HOSPITALITY
Head Chef,Chefs,3434,343,34,Chefs,Hessen,Genuss Akademie Frankfurt,Restaurants & Food Service,2026-06-13,Full-time,,"Leads the kitchen team at a culinary academy restaurant offering à la carte and banquet service, responsible for menu creation, scheduling, food costing, and ordering. The role involves serving discerning guests who appreciate both innovative and traditional cuisine.","Completed professional training in the kitchen field, experience in à la carte and banquet service, flexibility, resilience, creativity, and a passion for cooking.","Attractive annual working time model with 1–2 consecutive months off, regulated working hours, young and motivated team, free parking, permanent contract.",On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Frankfurt-am-Main-Genuss-Akademie-Frankfurt--14150257-inline.html,job-282,HOSPITALITY
Executive Chef,Chefs,3434,343,34,Chefs,Hessen,"Radisson Blu Hotel, Frankfurt",Hotels & Accommodation,2026-06-10,Full-time,,"Leads the kitchen of a Radisson Blu hotel, developing flavour profiles and culinary concepts while maintaining high quality standards. As part of the management team, the role includes budget and inventory management alongside active kitchen operations.","Several years of solid kitchen experience ideally in a leadership role, strong leadership and management skills with a hands-on mentality, very good German and good English skills, high service orientation and genuine passion for hospitality.","Team rates at all Radisson Hotels for self, friends and family, 30% discount on food and beverages at all Radisson Hotels, free meals in the staff restaurant (only the monetary benefit is taxable), an extra day off around your birthday.",On-site,https://www.stepstone.de/stellenangebote--Executive-Chef-m-w-d-Frankfurt-am-Main-Radisson-Blu-Hotel-Frankfurt--14138493-inline.html,job-283,HOSPITALITY
Head Chef,Chefs,3434,343,34,Chefs,Hessen,Falkenstein Grand,Hotels & Accommodation,2026-06-07,Full-time,,"Leads the culinary experience at the Falkenstein Grand's restaurant and banquet areas, developing dishes that combine regional, seasonal ingredients with a clear culinary vision. The role requires active involvement at the stove as well as team leadership.","Completed professional training as a cook plus several years of experience in upscale gastronomy with leadership experience, passion for regional and seasonal cuisine, creativity, strong leadership and communication skills.",Not specified.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Koenigstein-im-Taunus-Falkenstein-Grand--13733889-inline.html,job-284,HOSPITALITY
Apprentice Cook,Cooks,5120,512,51,Cooks,Hessen,Sheraton & Marriott Frankfurt Airport Hotel,Hotels & Accommodation,2026-06-09,Full-time,,"Apprenticeship program across various hotel kitchen and service areas at the Sheraton and Marriott Frankfurt Airport Hotel, providing exposure to both brands. Trainees participate in internal training programs, an apprentice exchange program, and national Marriott conferences.","Desire to start a career in international gastronomy, good school-leaving certificate, ideally some prior experience in hospitality, good communication skills, willingness to learn and develop daily.","Targeted onboarding program, staff accommodation available on request, diverse and international team, flat hierarchies, development and exchange programs.",On-site,https://www.stepstone.de/stellenangebote--Auszubildende-r-Koechin-Koch-m-w-d-Frankfurt-am-Main-Sheraton-Marriott-Frankfurt-Airport-Hotel--13874735-inline.html,job-285,HOSPITALITY
Apprentice Cook,Cooks,5120,512,51,Cooks,Hessen,Falkenstein Grand,Hotels & Accommodation,2026-06-08,Full-time,,"Three-year apprenticeship at the Falkenstein Grand covering à la carte, banquet, breakfast kitchen, and pâtisserie. Trainees rotate through all kitchen stations and gain comprehensive experience in upscale gastronomy.","Successfully completed school education, ideally at least intermediate secondary level, interest in a varied vocational training in fine dining, passion for cooking, creativity, flexibility, perseverance, and good German language skills.",Not specified.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-ab-August-2026-Koenigstein-im-Taunus-Falkenstein-Grand--13616843-inline.html,job-286,HOSPITALITY
Apprentice Cook,Cooks,5120,512,51,Cooks,Hessen,Sofitel Frankfurt Opera,Hotels & Accommodation,2026-06-08,Full-time,,"Three-year apprenticeship at the Sofitel Frankfurt Opera covering banquet kitchen, breakfast kitchen, pâtisserie, and à la carte cooking, including food preparation, plating, stock management, and HACCP compliance. Trainees also support ordering and assist the kitchen team in daily operations.","Successfully completed school education, prior hospitality experience (internship) advantageous, motivation and enthusiasm, manual dexterity, professional appearance, German language skills at minimum B2 level.","13th monthly salary (pro-rated in November), commuting cost subsidy, uniform provided and laundered by employer.",On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-Ausbildungsstart-August-2026-Frankfurt-am-Main-Sofitel-Frankfurt-Opera--14002156-inline.html,job-287,HOSPITALITY
Apprentice Cook,Cooks,5120,512,51,Cooks,Hessen,HERAEUS HOLDING GmbH Zentrale,Restaurants & Food Service,2026-06-07,Full-time,,"Apprenticeship in the professional kitchen of Heraeus Holding, covering preparation of diverse dishes under the guidance of experienced cooks, creative plating, hygiene and quality standards, ingredient purchasing and storage, and menu planning for various occasions.","At least a satisfactory secondary school leaving certificate, interest in cooking, willingness to actively participate and learn from others, motivation and curiosity.","Attractive remuneration from the first year of training (over €1,000/month) plus holiday and Christmas bonuses, public transport subsidies depending on location, canteen discounts, regulated working hours of 37.5 hours per week.",On-site,https://www.stepstone.de/stellenangebote--Stellenanzeige-Auszubildender-m-w-d-Koch-2026-Hanau-bei-Heraeus-Hanau-HERAEUS-HOLDING-GmbH-Zentrale--14119320-inline.html,job-288,HOSPITALITY
Apprentice Cook,Cooks,5120,512,51,Cooks,Hessen,HERAEUS HOLDING GmbH Zentrale,Restaurants & Food Service,2026-06-07,Full-time,,"Apprenticeship in the professional kitchen of Heraeus Holding, covering preparation of diverse dishes under the guidance of experienced cooks, creative plating, hygiene and quality standards, ingredient purchasing and storage, and menu planning for various occasions.","At least a satisfactory secondary school leaving certificate, interest in cooking, willingness to actively participate and learn from others, motivation and curiosity.","Attractive remuneration from the first year of training (over €1,000/month) plus holiday and Christmas bonuses, public transport subsidies depending on location, canteen discounts, regulated working hours of 37.5 hours per week.",On-site,https://www.stepstone.de/stellenangebote--Auszubildender-m-w-d-Koch-2026-Hanau-at-Heraeus-Hanau-HERAEUS-HOLDING-GmbH-Zentrale--14119402-inline.html,job-289,HOSPITALITY
Butcher / Meat Technician - Production Preparation,Other/Non-Hospitality,9999,999,99,Other/Non-Hospitality,Hessen,Wilhelm Brandenburg - ein Unternehmen der REWE GROUP,Restaurants & Food Service,2026-06-04,Full-time,,"Production preparation role at Wilhelm Brandenburg (REWE Group) involving support of production departments in manufacturing food specialties, operating industrial machinery, and ensuring compliance with hygiene and quality standards.","Completed vocational training as a butcher, meat technician, or food technology specialist, or as a cook; forklift operation capability; good German language skills; reliable, careful and independent working style.","Sports and leisure activity subsidies, job ticket and job bike subsidies, pay according to collective agreement with annual special payment, company pension scheme, diverse further training opportunities.",On-site,https://www.stepstone.de/stellenangebote--Metzger-Fleischer-Arbeitsvorbereitung-m-w-d-Frankfurt-am-Main-Wilhelm-Brandenburg-ein-Unternehmen-der-REWE-GROUP--14038868-inline.html,job-290,HOSPITALITY
Apprentice Cook,Cooks,5120,512,51,Cooks,Hessen,AROMA Bistro & Deli,Restaurants & Food Service,2026-06-02,Full-time,,"Three-year apprenticeship at AROMA Bistro & Deli rotating through all kitchen stations including cold kitchen, sides, meat/fish/sauces, and desserts, with hands-on learning of recipes, professional kitchen equipment, and food planning and costing.","Successfully completed school education, quick learner with hands-on attitude, willingness to work weekends, genuine enthusiasm for learning the profession and exploring hospitality.","30 days of annual leave, training and further education opportunities, annual performance reviews.",On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-AROMA-Bistro-Deli-ab-August-2026-Frankfurt-am-Main-AROMA-Bistro-Deli--14101013-inline.html,job-291,HOSPITALITY
Butcher / Fresh Deli Counter Specialist,Other/Non-Hospitality,9999,999,99,Other/Non-Hospitality,Hessen,REWE,Restaurants & Food Service,2026-06-02,Full-time,,"Butcher or meat specialist role at a REWE fresh deli counter, involving product preparation and customer service at the fresh meat and deli section of a supermarket.",Not specified.,"Supportive team onboarding, employer-sponsored further training including master craftsman school, 5% shopping discount at REWE and PENNY, further retailer discounts, special payments including holiday and Christmas bonuses.",On-site,https://www.stepstone.de/stellenangebote--Fleischer-Metzger-Frischetheke-m-w-d-Bad-Nauheim-REWE--13790715-inline.html,job-292,HOSPITALITY
Butcher / Meat Specialist,Other/Non-Hospitality,9999,999,99,Other/Non-Hospitality,Not specified,Rudolf Achenbach GmbH,Restaurants & Food Service,2026-06-02,Full-time,,"Production role at Rudolf Achenbach GmbH supporting manufacturing of premium food specialties, including raw material handling, preparation, processing through to packaging, and operation of production machinery with strict HACCP compliance.","Completed vocational training as a butcher, flexibility, reliability, physical resilience, careful working style, high quality standards, team-oriented with a sense of responsibility.","Good prospects for permanent contract after initial 2-year fixed term, regular working hours, free workwear, good team spirit, convenient transport links, capital-forming benefits, family-like working environment.",On-site,https://www.stepstone.de/stellenangebote--Fleischer-Metzger-m-w-d-in-Vollzeit-Sulzbach-Rudolf-Achenbach-GmbH--13442155-inline.html,job-293,HOSPITALITY
